,create_dt,Count
2712,1977-06-05,96
2713,1977-06-06,84
2714,1977-06-07,83
2715,1977-06-08,87
2716,1977-06-09,82
2717,1977-06-10,85
2718,1977-06-11,73
2719,1977-06-12,73
2720,1977-06-13,81
2721,1977-06-14,93
2722,1977-06-15,68
2723,1977-06-16,83
2724,1977-06-17,75
2725,1977-06-18,74
2726,1977-06-19,77
2727,1977-06-20,85
2728,1977-06-21,83
2729,1977-06-22,79
2730,1977-06-23,73
2731,1977-06-24,81
2732,1977-06-25,93
2733,1977-06-26,80
2734,1977-06-27,85
2735,1977-06-28,89
2736,1977-06-29,100
2737,1977-06-30,86
2738,1977-07-01,89
2739,1977-07-02,84
2740,1977-07-03,96
2741,1977-07-04,86
2742,1977-07-05,95
2743,1977-07-06,78
2744,1977-07-07,87
2745,1977-07-08,78
2746,1977-07-09,76
2747,1977-07-10,107
2748,1977-07-11,77
2749,1977-07-12,55
2750,1977-07-13,78
2751,1977-07-14,92
2752,1977-07-15,74
2753,1977-07-16,77
2754,1977-07-17,100
2755,1977-07-18,87
2756,1977-07-19,76
2757,1977-07-20,96
2758,1977-07-21,82
2759,1977-07-22,83
2760,1977-07-23,83
2761,1977-07-24,85
2762,1977-07-25,96
2763,1977-07-26,104
2764,1977-07-27,89
2765,1977-07-28,107
2766,1977-07-29,95
2767,1977-07-30,74
2768,1977-07-31,64
2769,1977-08-01,72
2770,1977-08-02,86
2771,1977-08-03,68
2772,1977-08-04,88
2773,1977-08-05,78
2774,1977-08-06,73
2775,1977-08-07,73
2776,1977-08-08,73
2777,1977-08-09,68
2778,1977-08-10,76
2779,1977-08-11,84
2780,1977-08-12,87
2781,1977-08-13,90
2782,1977-08-14,92
2783,1977-08-15,72
2784,1977-08-16,82
2785,1977-08-17,93
2786,1977-08-18,86
2787,1977-08-19,91
2788,1977-08-20,79
2789,1977-08-21,77
2790,1977-08-22,84
2791,1977-08-23,77
2792,1977-08-24,84
2793,1977-08-25,97
2794,1977-08-26,72
2795,1977-08-27,72
2796,1977-08-28,102
2797,1977-08-29,74
2798,1977-08-30,80
2799,1977-08-31,83
2800,1977-09-01,69
2801,1977-09-02,82
2802,1977-09-03,59
2803,1977-09-04,82
2804,1977-09-05,94
2805,1977-09-06,103
2806,1977-09-07,79
2807,1977-09-08,92
2808,1977-09-09,72
2809,1977-09-10,77
2810,1977-09-11,70
2811,1977-09-12,84
2812,1977-09-13,79
2813,1977-09-14,93
2814,1977-09-15,90
2815,1977-09-16,87
2816,1977-09-17,81
2817,1977-09-18,71
2818,1977-09-19,102
2819,1977-09-20,83
2820,1977-09-21,72
2821,1977-09-22,76
2822,1977-09-23,96
2823,1977-09-24,86
2824,1977-09-25,83
2825,1977-09-26,79
2826,1977-09-27,79
2827,1977-09-28,79
2828,1977-09-29,99
2829,1977-09-30,97
2830,1977-10-01,74
2831,1977-10-02,81
2832,1977-10-03,100
2833,1977-10-04,75
2834,1977-10-05,90
2835,1977-10-06,78
2836,1977-10-07,64
2837,1977-10-08,96
2838,1977-10-09,66
2839,1977-10-10,101
2840,1977-10-11,83
2841,1977-10-12,80
2842,1977-10-13,88
2843,1977-10-14,78
2844,1977-10-15,87
2845,1977-10-16,72
2846,1977-10-17,92
2847,1977-10-18,77
2848,1977-10-19,107
2849,1977-10-20,87
2850,1977-10-21,72
2851,1977-10-22,85
2852,1977-10-23,94
2853,1977-10-24,66
2854,1977-10-25,83
2855,1977-10-26,99
2856,1977-10-27,83
2857,1977-10-28,79
2858,1977-10-29,87
2859,1977-10-30,95
2860,1977-10-31,68
2861,1977-11-01,83
2862,1977-11-02,88
2863,1977-11-03,72
2864,1977-11-04,85
2865,1977-11-05,61
2866,1977-11-06,89
2867,1977-11-07,90
2868,1977-11-08,93
2869,1977-11-09,80
2870,1977-11-10,88
2871,1977-11-11,87
2872,1977-11-12,87
2873,1977-11-13,90
2874,1977-11-14,79
2875,1977-11-15,90
2876,1977-11-16,87
2877,1977-11-17,80
2878,1977-11-18,88
2879,1977-11-19,72
2880,1977-11-20,79
2881,1977-11-21,84
2882,1977-11-22,91
2883,1977-11-23,74
2884,1977-11-24,91
2885,1977-11-25,72
2886,1977-11-26,98
2887,1977-11-27,79
2888,1977-11-28,103
2889,1977-11-29,87
2890,1977-11-30,79
2891,1977-12-01,76
2892,1977-12-02,86
2893,1977-12-03,91
2894,1977-12-04,77
2895,1977-12-05,93
2896,1977-12-06,93
2897,1977-12-07,84
2898,1977-12-08,94
2899,1977-12-09,96
2900,1977-12-10,82
2901,1977-12-11,77
2902,1977-12-12,85
2903,1977-12-13,68
2904,1977-12-14,65
2905,1977-12-15,93
2906,1977-12-16,78
2907,1977-12-17,75
2908,1977-12-18,95
2909,1977-12-19,68
2910,1977-12-20,90
2911,1977-12-21,81
2912,1977-12-22,87
2913,1977-12-23,84
2914,1977-12-24,67
2915,1977-12-25,71
2916,1977-12-26,84
2917,1977-12-27,78
2918,1977-12-28,69
2919,1977-12-29,103
2920,1977-12-30,96
2921,1977-12-31,96
2922,1978-01-01,90
2923,1978-01-02,90
2924,1978-01-03,99
2925,1978-01-04,74
2926,1978-01-05,85
2927,1978-01-06,84
2928,1978-01-07,71
2929,1978-01-08,76
2930,1978-01-09,97
2931,1978-01-10,68
2932,1978-01-11,76
2933,1978-01-12,80
2934,1978-01-13,91
2935,1978-01-14,68
2936,1978-01-15,81
2937,1978-01-16,78
2938,1978-01-17,81
2939,1978-01-18,82
2940,1978-01-19,82
2941,1978-01-20,83
2942,1978-01-21,79
2943,1978-01-22,72
2944,1978-01-23,93
2945,1978-01-24,88
2946,1978-01-25,93
2947,1978-01-26,77
2948,1978-01-27,83
2949,1978-01-28,79
2950,1978-01-29,77
2951,1978-01-30,85
2952,1978-01-31,93
2953,1978-02-01,92
2954,1978-02-02,86
2955,1978-02-03,85
2956,1978-02-04,66
2957,1978-02-05,79
2958,1978-02-06,86
2959,1978-02-07,73
2960,1978-02-08,82
2961,1978-02-09,86
2962,1978-02-10,97
2963,1978-02-11,96
2964,1978-02-12,80
2965,1978-02-13,81
2966,1978-02-14,87
2967,1978-02-15,86
2968,1978-02-16,93
2969,1978-02-17,72
2970,1978-02-18,88
2971,1978-02-19,93
2972,1978-02-20,86
2973,1978-02-21,72
2974,1978-02-22,81
2975,1978-02-23,87
2976,1978-02-24,84
2977,1978-02-25,84
2978,1978-02-26,77
2979,1978-02-27,64
2980,1978-02-28,77
2981,1978-03-01,88
2982,1978-03-02,82
2983,1978-03-03,89
2984,1978-03-04,69
2985,1978-03-05,94
2986,1978-03-06,101
2987,1978-03-07,80
2988,1978-03-08,70
2989,1978-03-09,94
2990,1978-03-10,74
2991,1978-03-11,88
2992,1978-03-12,78
2993,1978-03-13,94
2994,1978-03-14,69
2995,1978-03-15,83
2996,1978-03-16,73
2997,1978-03-17,72
2998,1978-03-18,93
2999,1978-03-19,82
3000,1978-03-20,80
3001,1978-03-21,90
3002,1978-03-22,89
3003,1978-03-23,88
3004,1978-03-24,80
3005,1978-03-25,87
3006,1978-03-26,97
3007,1978-03-27,85
3008,1978-03-28,93
3009,1978-03-29,96
3010,1978-03-30,79
3011,1978-03-31,81
3012,1978-04-01,82
3013,1978-04-02,78
3014,1978-04-03,104
3015,1978-04-04,81
3016,1978-04-05,94
3017,1978-04-06,74
3018,1978-04-07,71
3019,1978-04-08,81
3020,1978-04-09,85
3021,1978-04-10,91
3022,1978-04-11,84
3023,1978-04-12,91
3024,1978-04-13,74
3025,1978-04-14,84
3026,1978-04-15,77
3027,1978-04-16,87
3028,1978-04-17,88
3029,1978-04-18,83
3030,1978-04-19,88
3031,1978-04-20,83
3032,1978-04-21,84
3033,1978-04-22,74
3034,1978-04-23,88
3035,1978-04-24,77
3036,1978-04-25,95
3037,1978-04-26,78
3038,1978-04-27,76
3039,1978-04-28,82
3040,1978-04-29,111
3041,1978-04-30,71
3042,1978-05-01,77
3043,1978-05-02,81
3044,1978-05-03,83
3045,1978-05-04,90
3046,1978-05-05,73
3047,1978-05-06,74
3048,1978-05-07,83
3049,1978-05-08,100
3050,1978-05-09,92
3051,1978-05-10,72
3052,1978-05-11,88
3053,1978-05-12,75
3054,1978-05-13,96
3055,1978-05-14,90
3056,1978-05-15,91
3057,1978-05-16,82
3058,1978-05-17,99
3059,1978-05-18,84
3060,1978-05-19,80
3061,1978-05-20,103
3062,1978-05-21,86
3063,1978-05-22,97
3064,1978-05-23,99
3065,1978-05-24,101
3066,1978-05-25,76
3067,1978-05-26,87
3068,1978-05-27,64
3069,1978-05-28,107
3070,1978-05-29,91
3071,1978-05-30,103
3072,1978-05-31,82
3073,1978-06-01,81
3074,1978-06-02,96
3075,1978-06-03,75
3076,1978-06-04,101
3077,1978-06-05,101
3078,1978-06-06,77
3079,1978-06-07,93
3080,1978-06-08,74
3081,1978-06-09,77
3082,1978-06-10,94
3083,1978-06-11,85
3084,1978-06-12,91
3085,1978-06-13,78
3086,1978-06-14,89
3087,1978-06-15,79
3088,1978-06-16,91
3089,1978-06-17,89
3090,1978-06-18,83
3091,1978-06-19,88
3092,1978-06-20,98
3093,1978-06-21,105
3094,1978-06-22,80
3095,1978-06-23,97
3096,1978-06-24,88
3097,1978-06-25,90
3098,1978-06-26,85
3099,1978-06-27,88
3100,1978-06-28,84
3101,1978-06-29,94
3102,1978-06-30,92
3103,1978-07-01,87
3104,1978-07-02,100
3105,1978-07-03,80
3106,1978-07-04,83
3107,1978-07-05,63
3108,1978-07-06,82
3109,1978-07-07,73
3110,1978-07-08,85
3111,1978-07-09,92
3112,1978-07-10,101
3113,1978-07-11,75
3114,1978-07-12,81
3115,1978-07-13,72
3116,1978-07-14,77
3117,1978-07-15,82
3118,1978-07-16,97
3119,1978-07-17,91
3120,1978-07-18,86
3121,1978-07-19,95
3122,1978-07-20,90
3123,1978-07-21,80
3124,1978-07-22,82
3125,1978-07-23,82
3126,1978-07-24,79
3127,1978-07-25,62
3128,1978-07-26,91
3129,1978-07-27,89
3130,1978-07-28,104
3131,1978-07-29,61
3132,1978-07-30,89
3133,1978-07-31,82
3134,1978-08-01,83
3135,1978-08-02,75
3136,1978-08-03,82
3137,1978-08-04,72
3138,1978-08-05,66
3139,1978-08-06,78
3140,1978-08-07,78
3141,1978-08-08,83
3142,1978-08-09,84
3143,1978-08-10,68
3144,1978-08-11,107
3145,1978-08-12,70
3146,1978-08-13,94
3147,1978-08-14,86
3148,1978-08-15,90
3149,1978-08-16,78
3150,1978-08-17,89
3151,1978-08-18,86
3152,1978-08-19,89
3153,1978-08-20,105
3154,1978-08-21,84
3155,1978-08-22,88
3156,1978-08-23,91
3157,1978-08-24,70
3158,1978-08-25,87
3159,1978-08-26,99
3160,1978-08-27,91
3161,1978-08-28,82
3162,1978-08-29,89
3163,1978-08-30,80
3164,1978-08-31,91
3165,1978-09-01,107
3166,1978-09-02,99
3167,1978-09-03,96
3168,1978-09-04,84
3169,1978-09-05,94
3170,1978-09-06,98
3171,1978-09-07,76
3172,1978-09-08,89
3173,1978-09-09,91
3174,1978-09-10,73
3175,1978-09-11,92
3176,1978-09-12,72
3177,1978-09-13,77
3178,1978-09-14,61
3179,1978-09-15,83
3180,1978-09-16,100
3181,1978-09-17,77
3182,1978-09-18,99
3183,1978-09-19,90
3184,1978-09-20,81
3185,1978-09-21,86
3186,1978-09-22,66
3187,1978-09-23,88
3188,1978-09-24,85
3189,1978-09-25,97
3190,1978-09-26,91
3191,1978-09-27,74
3192,1978-09-28,82
3193,1978-09-29,98
3194,1978-09-30,75
3195,1978-10-01,79
3196,1978-10-02,72
3197,1978-10-03,71
3198,1978-10-04,86
3199,1978-10-05,102
3200,1978-10-06,78
3201,1978-10-07,73
3202,1978-10-08,97
3203,1978-10-09,73
3204,1978-10-10,80
3205,1978-10-11,78
3206,1978-10-12,88
3207,1978-10-13,87
3208,1978-10-14,64
3209,1978-10-15,101
3210,1978-10-16,84
3211,1978-10-17,81
3212,1978-10-18,98
3213,1978-10-19,76
3214,1978-10-20,83
3215,1978-10-21,89
3216,1978-10-22,78
3217,1978-10-23,83
3218,1978-10-24,97
3219,1978-10-25,110
3220,1978-10-26,90
3221,1978-10-27,98
3222,1978-10-28,81
3223,1978-10-29,94
3224,1978-10-30,84
3225,1978-10-31,71
3226,1978-11-01,82
3227,1978-11-02,93
3228,1978-11-03,78
3229,1978-11-04,81
3230,1978-11-05,75
3231,1978-11-06,94
3232,1978-11-07,91
3233,1978-11-08,85
3234,1978-11-09,99
3235,1978-11-10,104
3236,1978-11-11,91
3237,1978-11-12,88
3238,1978-11-13,109
3239,1978-11-14,97
3240,1978-11-15,81
3241,1978-11-16,88
3242,1978-11-17,84
3243,1978-11-18,75
3244,1978-11-19,87
3245,1978-11-20,85
3246,1978-11-21,67
3247,1978-11-22,76
3248,1978-11-23,79
3249,1978-11-24,75
3250,1978-11-25,76
3251,1978-11-26,93
3252,1978-11-27,86
3253,1978-11-28,76
3254,1978-11-29,76
3255,1978-11-30,90
3256,1978-12-01,98
3257,1978-12-02,93
3258,1978-12-03,78
3259,1978-12-04,91
3260,1978-12-05,72
3261,1978-12-06,83
3262,1978-12-07,70
3263,1978-12-08,84
3264,1978-12-09,81
3265,1978-12-10,87
3266,1978-12-11,94
3267,1978-12-12,83
3268,1978-12-13,96
3269,1978-12-14,70
3270,1978-12-15,84
3271,1978-12-16,83
3272,1978-12-17,82
3273,1978-12-18,100
3274,1978-12-19,91
3275,1978-12-20,70
3276,1978-12-21,79
3277,1978-12-22,86
3278,1978-12-23,86
3279,1978-12-24,80
3280,1978-12-25,93
3281,1978-12-26,79
3282,1978-12-27,87
3283,1978-12-28,83
3284,1978-12-29,79
3285,1978-12-30,79
3286,1978-12-31,78
3287,1979-01-01,74
3288,1979-01-02,74
3289,1979-01-03,75
3290,1979-01-04,72
3291,1979-01-05,77
3292,1979-01-06,75
3293,1979-01-07,85
3294,1979-01-08,81
3295,1979-01-09,99
3296,1979-01-10,92
3297,1979-01-11,94
3298,1979-01-12,93
3299,1979-01-13,96
3300,1979-01-14,70
3301,1979-01-15,89
3302,1979-01-16,74
3303,1979-01-17,77
3304,1979-01-18,121
3305,1979-01-19,91
3306,1979-01-20,85
3307,1979-01-21,84
3308,1979-01-22,82
3309,1979-01-23,101
3310,1979-01-24,76
3311,1979-01-25,102
3312,1979-01-26,94
3313,1979-01-27,78
3314,1979-01-28,76
3315,1979-01-29,97
3316,1979-01-30,86
3317,1979-01-31,76
3318,1979-02-01,81
3319,1979-02-02,86
3320,1979-02-03,85
3321,1979-02-04,87
3322,1979-02-05,80
3323,1979-02-06,74
3324,1979-02-07,67
3325,1979-02-08,86
3326,1979-02-09,65
3327,1979-02-10,102
3328,1979-02-11,80
3329,1979-02-12,105
3330,1979-02-13,64
3331,1979-02-14,84
3332,1979-02-15,85
3333,1979-02-16,81
3334,1979-02-17,96
3335,1979-02-18,94
3336,1979-02-19,76
3337,1979-02-20,97
3338,1979-02-21,97
3339,1979-02-22,67
3340,1979-02-23,80
3341,1979-02-24,71
3342,1979-02-25,92
3343,1979-02-26,90
3344,1979-02-27,89
3345,1979-02-28,85
3346,1979-03-01,98
3347,1979-03-02,65
3348,1979-03-03,82
3349,1979-03-04,100
3350,1979-03-05,76
3351,1979-03-06,82
3352,1979-03-07,93
3353,1979-03-08,80
3354,1979-03-09,64
3355,1979-03-10,63
3356,1979-03-11,94
3357,1979-03-12,77
3358,1979-03-13,92
3359,1979-03-14,82
3360,1979-03-15,93
3361,1979-03-16,88
3362,1979-03-17,74
3363,1979-03-18,95
3364,1979-03-19,81
3365,1979-03-20,85
3366,1979-03-21,74
3367,1979-03-22,72
3368,1979-03-23,76
3369,1979-03-24,59
3370,1979-03-25,96
3371,1979-03-26,91
3372,1979-03-27,85
3373,1979-03-28,75
3374,1979-03-29,84
3375,1979-03-30,100
3376,1979-03-31,75
3377,1979-04-01,83
3378,1979-04-02,60
3379,1979-04-03,68
3380,1979-04-04,85
3381,1979-04-05,78
3382,1979-04-06,84
3383,1979-04-07,100
3384,1979-04-08,79
3385,1979-04-09,69
3386,1979-04-10,80
3387,1979-04-11,85
3388,1979-04-12,88
3389,1979-04-13,74
3390,1979-04-14,85
3391,1979-04-15,93
3392,1979-04-16,77
3393,1979-04-17,87
3394,1979-04-18,86
3395,1979-04-19,86
3396,1979-04-20,71
3397,1979-04-21,79
3398,1979-04-22,66
3399,1979-04-23,75
3400,1979-04-24,82
3401,1979-04-25,74
3402,1979-04-26,86
3403,1979-04-27,82
3404,1979-04-28,84
3405,1979-04-29,84
3406,1979-04-30,90
3407,1979-05-01,76
3408,1979-05-02,90
3409,1979-05-03,91
3410,1979-05-04,77
3411,1979-05-05,90
3412,1979-05-06,85
3413,1979-05-07,101
3414,1979-05-08,77
3415,1979-05-09,74
3416,1979-05-10,85
3417,1979-05-11,80
3418,1979-05-12,71
3419,1979-05-13,100
3420,1979-05-14,71
3421,1979-05-15,62
3422,1979-05-16,92
3423,1979-05-17,88
3424,1979-05-18,89
3425,1979-05-19,85
3426,1979-05-20,85
3427,1979-05-21,61
3428,1979-05-22,96
3429,1979-05-23,79
3430,1979-05-24,88
3431,1979-05-25,70
3432,1979-05-26,80
3433,1979-05-27,100
3434,1979-05-28,83
3435,1979-05-29,81
3436,1979-05-30,84
3437,1979-05-31,69
3438,1979-06-01,86
3439,1979-06-02,81
3440,1979-06-03,63
3441,1979-06-04,89
3442,1979-06-05,68
3443,1979-06-06,74
3444,1979-06-07,101
3445,1979-06-08,88
3446,1979-06-09,72
3447,1979-06-10,83
3448,1979-06-11,65
3449,1979-06-12,82
3450,1979-06-13,90
3451,1979-06-14,64
3452,1979-06-15,83
3453,1979-06-16,72
3454,1979-06-17,101
3455,1979-06-18,86
3456,1979-06-19,101
3457,1979-06-20,67
3458,1979-06-21,82
3459,1979-06-22,101
3460,1979-06-23,82
3461,1979-06-24,113
3462,1979-06-25,92
3463,1979-06-26,90
3464,1979-06-27,78
3465,1979-06-28,62
3466,1979-06-29,89
3467,1979-06-30,84
3468,1979-07-01,89
3469,1979-07-02,86
3470,1979-07-03,88
3471,1979-07-04,83
3472,1979-07-05,83
3473,1979-07-06,87
3474,1979-07-07,71
3475,1979-07-08,75
3476,1979-07-09,80
3477,1979-07-10,91
3478,1979-07-11,100
3479,1979-07-12,93
3480,1979-07-13,90
3481,1979-07-14,81
3482,1979-07-15,71
3483,1979-07-16,73
3484,1979-07-17,73
3485,1979-07-18,88
3486,1979-07-19,72
3487,1979-07-20,88
3488,1979-07-21,75
3489,1979-07-22,99
3490,1979-07-23,89
3491,1979-07-24,74
3492,1979-07-25,95
3493,1979-07-26,71
3494,1979-07-27,82
3495,1979-07-28,81
3496,1979-07-29,90
3497,1979-07-30,82
3498,1979-07-31,80
3499,1979-08-01,73
3500,1979-08-02,83
3501,1979-08-03,74
3502,1979-08-04,97
3503,1979-08-05,84
3504,1979-08-06,92
3505,1979-08-07,84
3506,1979-08-08,75
3507,1979-08-09,91
3508,1979-08-10,83
3509,1979-08-11,83
3510,1979-08-12,77
3511,1979-08-13,81
3512,1979-08-14,90
3513,1979-08-15,75
3514,1979-08-16,101
3515,1979-08-17,82
3516,1979-08-18,80
3517,1979-08-19,92
3518,1979-08-20,91
3519,1979-08-21,86
3520,1979-08-22,79
3521,1979-08-23,77
3522,1979-08-24,108
3523,1979-08-25,79
3524,1979-08-26,75
3525,1979-08-27,77
3526,1979-08-28,91
3527,1979-08-29,70
3528,1979-08-30,85
3529,1979-08-31,74
3530,1979-09-01,83
3531,1979-09-02,85
3532,1979-09-03,83
3533,1979-09-04,98
3534,1979-09-05,112
3535,1979-09-06,84
3536,1979-09-07,77
3537,1979-09-08,103
3538,1979-09-09,90
3539,1979-09-10,96
3540,1979-09-11,95
3541,1979-09-12,78
3542,1979-09-13,74
3543,1979-09-14,80
3544,1979-09-15,80
3545,1979-09-16,79
3546,1979-09-17,84
3547,1979-09-18,87
3548,1979-09-19,77
3549,1979-09-20,91
3550,1979-09-21,85
3551,1979-09-22,81
3552,1979-09-23,67
3553,1979-09-24,78
3554,1979-09-25,77
3555,1979-09-26,81
3556,1979-09-27,84
3557,1979-09-28,82
3558,1979-09-29,82
3559,1979-09-30,89
3560,1979-10-01,83
3561,1979-10-02,77
3562,1979-10-03,71
3563,1979-10-04,77
3564,1979-10-05,96
3565,1979-10-06,87
3566,1979-10-07,81
3567,1979-10-08,78
3568,1979-10-09,98
3569,1979-10-10,76
3570,1979-10-11,85
3571,1979-10-12,88
3572,1979-10-13,86
3573,1979-10-14,108
3574,1979-10-15,103
3575,1979-10-16,78
3576,1979-10-17,102
3577,1979-10-18,80
3578,1979-10-19,90
3579,1979-10-20,90
3580,1979-10-21,89
3581,1979-10-22,91
3582,1979-10-23,92
3583,1979-10-24,82
3584,1979-10-25,73
3585,1979-10-26,79
3586,1979-10-27,118
3587,1979-10-28,91
3588,1979-10-29,72
3589,1979-10-30,93
3590,1979-10-31,75
3591,1979-11-01,76
3592,1979-11-02,79
3593,1979-11-03,94
3594,1979-11-04,84
3595,1979-11-05,71
3596,1979-11-06,97
3597,1979-11-07,78
3598,1979-11-08,100
3599,1979-11-09,83
3600,1979-11-10,66
3601,1979-11-11,89
3602,1979-11-12,99
3603,1979-11-13,96
3604,1979-11-14,74
3605,1979-11-15,62
3606,1979-11-16,79
3607,1979-11-17,92
3608,1979-11-18,89
3609,1979-11-19,82
3610,1979-11-20,78
3611,1979-11-21,82
3612,1979-11-22,86
3613,1979-11-23,68
3614,1979-11-24,103
3615,1979-11-25,89
3616,1979-11-26,94
3617,1979-11-27,94
3618,1979-11-28,87
3619,1979-11-29,86
3620,1979-11-30,99
3621,1979-12-01,91
3622,1979-12-02,111
3623,1979-12-03,76
3624,1979-12-04,83
3625,1979-12-05,79
3626,1979-12-06,80
3627,1979-12-07,107
3628,1979-12-08,69
3629,1979-12-09,72
3630,1979-12-10,71
3631,1979-12-11,103
3632,1979-12-12,76
3633,1979-12-13,74
3634,1979-12-14,89
3635,1979-12-15,81
3636,1979-12-16,63
3637,1979-12-17,93
3638,1979-12-18,80
3639,1979-12-19,81
3640,1979-12-20,95
3641,1979-12-21,86
3642,1979-12-22,62
3643,1979-12-23,87
3644,1979-12-24,93
3645,1979-12-25,73
3646,1979-12-26,103
3647,1979-12-27,78
3648,1979-12-28,86
3649,1979-12-29,85
3650,1979-12-30,80
3651,1979-12-31,95
3652,1980-01-01,65
3653,1980-01-02,100
3654,1980-01-03,87
3655,1980-01-04,85
3656,1980-01-05,87
3657,1980-01-06,70
3658,1980-01-07,83
3659,1980-01-08,87
3660,1980-01-09,89
3661,1980-01-10,86
3662,1980-01-11,94
3663,1980-01-12,88
3664,1980-01-13,87
3665,1980-01-14,76
3666,1980-01-15,100
3667,1980-01-16,90
3668,1980-01-17,84
3669,1980-01-18,71
3670,1980-01-19,80
3671,1980-01-20,88
3672,1980-01-21,67
3673,1980-01-22,82
3674,1980-01-23,85
3675,1980-01-24,93
3676,1980-01-25,73
3677,1980-01-26,88
3678,1980-01-27,72
3679,1980-01-28,95
3680,1980-01-29,77
3681,1980-01-30,94
3682,1980-01-31,83
3683,1980-02-01,80
3684,1980-02-02,91
3685,1980-02-03,91
3686,1980-02-04,74
3687,1980-02-05,82
3688,1980-02-06,79
3689,1980-02-07,84
3690,1980-02-08,85
3691,1980-02-09,84
3692,1980-02-10,70
3693,1980-02-11,77
3694,1980-02-12,84
3695,1980-02-13,80
3696,1980-02-14,76
3697,1980-02-15,82
3698,1980-02-16,99
3699,1980-02-17,81
3700,1980-02-18,87
3701,1980-02-19,93
3702,1980-02-20,98
3703,1980-02-21,77
3704,1980-02-22,69
3705,1980-02-23,79
3706,1980-02-24,82
3707,1980-02-25,82
3708,1980-02-26,100
3709,1980-02-27,103
3710,1980-02-28,103
3711,1980-02-29,74
3712,1980-03-01,65
3713,1980-03-02,79
3714,1980-03-03,85
3715,1980-03-04,80
3716,1980-03-05,75
3717,1980-03-06,82
3718,1980-03-07,87
3719,1980-03-08,87
3720,1980-03-09,79
3721,1980-03-10,74
3722,1980-03-11,90
3723,1980-03-12,78
3724,1980-03-13,93
3725,1980-03-14,78
3726,1980-03-15,78
3727,1980-03-16,84
3728,1980-03-17,88
3729,1980-03-18,76
3730,1980-03-19,92
3731,1980-03-20,93
3732,1980-03-21,93
3733,1980-03-22,82
3734,1980-03-23,84
3735,1980-03-24,91
3736,1980-03-25,88
3737,1980-03-26,80
3738,1980-03-27,91
3739,1980-03-28,72
3740,1980-03-29,98
3741,1980-03-30,69
3742,1980-03-31,92
3743,1980-04-01,80
3744,1980-04-02,86
3745,1980-04-03,81
3746,1980-04-04,92
3747,1980-04-05,85
3748,1980-04-06,94
3749,1980-04-07,67
3750,1980-04-08,91
3751,1980-04-09,71
3752,1980-04-10,90
3753,1980-04-11,96
3754,1980-04-12,91
3755,1980-04-13,102
3756,1980-04-14,67
3757,1980-04-15,67
3758,1980-04-16,80
3759,1980-04-17,87
3760,1980-04-18,89
3761,1980-04-19,91
3762,1980-04-20,56
3763,1980-04-21,81
3764,1980-04-22,90
3765,1980-04-23,97
3766,1980-04-24,76
3767,1980-04-25,75
3768,1980-04-26,81
3769,1980-04-27,96
3770,1980-04-28,98
3771,1980-04-29,65
3772,1980-04-30,71
3773,1980-05-01,78
3774,1980-05-02,78
3775,1980-05-03,87
3776,1980-05-04,95
3777,1980-05-05,86
3778,1980-05-06,69
3779,1980-05-07,77
3780,1980-05-08,87
3781,1980-05-09,90
3782,1980-05-10,88
3783,1980-05-11,77
3784,1980-05-12,84
3785,1980-05-13,82
3786,1980-05-14,91
3787,1980-05-15,76
3788,1980-05-16,90
3789,1980-05-17,71
3790,1980-05-18,75
3791,1980-05-19,72
3792,1980-05-20,79
3793,1980-05-21,98
3794,1980-05-22,91
3795,1980-05-23,79
3796,1980-05-24,95
3797,1980-05-25,74
3798,1980-05-26,78
3799,1980-05-27,111
3800,1980-05-28,77
3801,1980-05-29,80
3802,1980-05-30,81
3803,1980-05-31,94
3804,1980-06-01,93
3805,1980-06-02,88
3806,1980-06-03,93
3807,1980-06-04,85
3808,1980-06-05,85
3809,1980-06-06,91
3810,1980-06-07,65
3811,1980-06-08,85
3812,1980-06-09,89
3813,1980-06-10,94
3814,1980-06-11,90
3815,1980-06-12,73
3816,1980-06-13,82
3817,1980-06-14,79
3818,1980-06-15,87
3819,1980-06-16,88
3820,1980-06-17,73
3821,1980-06-18,93
3822,1980-06-19,77
3823,1980-06-20,97
3824,1980-06-21,60
3825,1980-06-22,81
3826,1980-06-23,97
3827,1980-06-24,81
3828,1980-06-25,82
3829,1980-06-26,79
3830,1980-06-27,97
3831,1980-06-28,101
3832,1980-06-29,79
3833,1980-06-30,72
3834,1980-07-01,87
3835,1980-07-02,92
3836,1980-07-03,102
3837,1980-07-04,88
3838,1980-07-05,72
3839,1980-07-06,86
3840,1980-07-07,82
3841,1980-07-08,90
3842,1980-07-09,57
3843,1980-07-10,86
3844,1980-07-11,70
3845,1980-07-12,80
3846,1980-07-13,77
3847,1980-07-14,80
3848,1980-07-15,73
3849,1980-07-16,89
3850,1980-07-17,88
3851,1980-07-18,96
3852,1980-07-19,101
3853,1980-07-20,73
3854,1980-07-21,92
3855,1980-07-22,91
3856,1980-07-23,94
3857,1980-07-24,81
3858,1980-07-25,90
3859,1980-07-26,98
3860,1980-07-27,78
3861,1980-07-28,110
3862,1980-07-29,84
3863,1980-07-30,72
3864,1980-07-31,88
3865,1980-08-01,79
3866,1980-08-02,69
3867,1980-08-03,80
3868,1980-08-04,92
3869,1980-08-05,87
3870,1980-08-06,84
3871,1980-08-07,73
3872,1980-08-08,63
3873,1980-08-09,76
3874,1980-08-10,94
3875,1980-08-11,69
3876,1980-08-12,84
